Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-07-29,44.3917725452502,45.08652410859464,44.24703194604578,44.862178802490234,4947300,0.0,0.0
2013-08-05,44.804273034999234,44.985198059815204,42.43777337912272,42.546329498291016,9025000,0.0,0.0
2013-08-12,42.46672721602761,44.08057830259046,40.744319997079636,40.838401794433594,17444000,0.0,0.0
2013-08-19,40.671946130367026,41.57657125443793,40.61404879729203,41.45354080200195,7879200,0.0,0.0
2013-08-26,41.60552777333032,41.92395488325028,40.20878609729723,40.33181381225586,6882900,0.3,0.0
2013-09-02,40.954418439044694,41.1508602856629,40.26323478066777,40.685218811035156,5211400,0.0,0.0
2013-09-09,41.22361455580166,41.82749164115557,40.80890492326305,41.67470169067383,6617200,0.0,0.0
2013-09-16,42.09669231584504,42.62053727843133,41.26727297536726,41.47098922729492,8332900,0.0,0.0
2013-09-23,41.44915576545117,41.5000848192011,40.52515285746262,41.070823669433594,9970400,0.0,0.0
2013-09-30,40.685223431450275,41.725636232383245,40.38692343243336,41.565574645996094,9718100,0.0,0.0
2013-10-07,41.187237378444756,41.39095361346042,40.379644053310464,41.354576110839844,8734000,0.0,0.0
2013-10-14,41.19451068674719,42.89700385367109,41.08537818175204,42.736942291259766,6986900,0.0,0.0
2013-10-21,42.83152159665622,43.28261148135183,42.453189487923794,43.1225471496582,4321200,0.0,0.0
2013-10-28,43.027973996888186,44.55585436227923,42.86063523421019,43.63185119628906,5748500,0.0,0.0
2013-11-04,43.71187597707703,44.69408243632388,43.529985686444235,44.395782470703125,5579800,0.0,0.0
2013-11-11,44.25027825633661,46.36020714663324,44.119316999674,45.69084930419922,14028300,0.0,0.0
2013-11-18,45.85091455690888,45.86546611630844,44.83960476976218,45.181556701660156,7435300,0.0,0.0
2013-11-25,45.305232273516026,46.12737713434682,45.13789354528064,45.26157760620117,4207800,0.3,0.0
2013-12-02,45.390769346256086,45.73436279043335,43.99446781119072,44.12605667114258,5954700,0.0,0.0
2013-12-09,44.257641092718764,45.017931587588954,43.914047682998756,43.92866897583008,6341900,0.0,0.0
2013-12-16,44.052943854597366,45.03986016208823,43.358450602213765,44.732818603515625,6712100,0.0,0.0
2013-12-23,44.8424728254696,45.32496426904262,44.63046829104594,44.90095520019531,2838400,0.0,0.0
2013-12-30,44.908267812982466,45.734352630559776,44.842473397622754,45.449241638183594,3327800,0.0,0.0
2014-01-06,45.50773737142329,45.55160125475907,43.62894426047231,44.67434310913086,8778900,0.0,0.0
2014-01-13,44.48425773969302,44.69626227206046,43.373067532147,43.81169509887695,7769900,0.0,0.0
2014-01-20,44.0163975658178,44.11143458267796,42.51774978637695,42.51774978637695,4692000,0.0,0.0
2014-01-27,42.539673031011546,42.949060827521706,41.355376304781096,41.99869918823242,8160700,0.0,0.0
2014-02-03,41.910980294100156,43.39500673957068,40.1345335532645,42.978309631347656,10557500,0.0,0.0
2014-02-10,42.81747699897767,43.373074986971126,41.88904579405498,42.7443733215332,7341100,0.0,0.0
2014-02-17,43.02217045302538,43.84094615940875,42.21801882891759,43.307281494140625,10639500,0.0,0.0
2014-02-24,43.49004416161909,45.08372614124832,42.83940913776789,44.944828033447266,11166800,0.0,0.0
2014-03-03,44.433089799055516,45.734356937751706,44.30150095594325,45.624698638916016,6979900,0.33,0.0
2014-03-10,45.86316424623572,46.37030398297606,45.01792854791715,45.07672882080078,7307300,0.0,0.0
2014-03-17,45.31192330167629,46.41440316007473,45.30457186585292,45.93666076660156,6375800,0.0,0.0
2014-03-24,45.951361226420296,46.28210574751103,45.20167457986506,45.44422149658203,7514100,0.0,0.0
2014-03-31,45.72352376291864,47.178799954427355,45.39277917393939,46.64960861206055,7633000,0.0,0.0
2014-04-07,46.5540524336956,46.61284990510582,44.28294367497819,44.43729019165039,7373700,0.0,0.0
2014-04-14,44.8856413147935,45.38543253707276,44.077156998386926,44.71659469604492,5289500,0.0,0.0
2014-04-21,44.57693994543339,45.885215241251885,44.27559554121391,45.18697738647461,5795300,0.0,0.0
2014-04-28,45.5250810887524,46.15717018127216,44.62104766703884,45.58388137817383,5806400,0.0,0.0
2014-05-05,45.26782789250393,45.833767949539805,44.2461968974495,45.179630279541016,5049500,0.0,0.0
2014-05-12,45.46626725354398,51.970896931004944,44.47403375450259,51.853302001953125,15690800,0.0,0.0
2014-05-19,51.390261288662515,51.44906156196255,49.14120410621187,49.868839263916016,12722200,0.0,0.0
2014-05-26,49.942336756142495,50.21428381427957,49.04565782289869,50.02318572998047,5720000,0.33,0.0
2014-06-02,50.37082493366454,51.13156210103013,49.81689354963649,50.80658721923828,5833700,0.0,0.0
2014-06-09,50.92474873155338,51.36051095221265,49.499298623605206,50.14186096191406,4472800,0.0,0.0
2014-06-16,50.00152984373808,50.636704852933455,49.824273405205595,50.289573669433594,6006300,0.0,0.0
2014-06-23,50.06062103043225,50.47422129693582,49.277733201727344,50.215721130371094,5217000,0.0,0.0
2014-06-30,50.11231904850542,51.30142540176494,49.97199361223112,51.17586898803711,3415400,0.0,0.0
2014-07-07,50.90260646234774,52.11386945926669,50.49639344313055,50.77705001831055,5311600,0.0,0.0
2014-07-14,51.05031876513392,51.16848786447837,49.706112155162145,50.208343505859375,5273400,0.0,0.0
2014-07-21,50.06061365689039,51.12416348253949,49.77995717951307,50.282188415527344,4001700,0.0,0.0
2014-07-28,50.36343071324585,51.88489339981548,50.223099661031355,50.92474365234375,5051500,0.0,0.0
2014-08-04,50.92475141064403,51.69287019866701,50.488994801940706,51.65594482421875,5364500,0.0,0.0
2014-08-11,51.700262874881446,51.79627562023461,47.948299588161355,48.08863067626953,14736500,0.0,0.0
2014-08-18,48.43576212662606,51.44915024262919,48.35451840524743,51.294044494628906,7451900,0.0,0.0
2014-08-25,51.52299518251601,52.11385181999096,50.85088920683998,51.14632034301758,4962800,0.33,0.0
2014-09-01,51.425652661624206,53.021104818569135,50.9581431255215,52.41260528564453,5966400,0.0,0.0
2014-09-08,52.24936386732481,52.43488212165577,50.85426297135257,51.26240539550781,5909300,0.0,0.0
2014-09-15,51.14367059264105,51.93768848846529,50.921052086136775,51.485023498535156,4844400,0.0,0.0
2014-09-22,51.42565883630875,51.53696525201516,50.17897602629013,51.158512115478516,5312500,0.0,0.0
2014-09-29,50.802317682900316,52.29388602110745,49.036185953868596,52.16031265258789,7486900,0.0,0.0
2014-10-06,52.26419665537452,52.74654519190196,51.1585095755689,51.974788665771484,8571100,0.0,0.0
2014-10-13,51.744752840235776,52.316146559799115,49.57789537496754,51.18819808959961,10317100,0.0,0.0
2014-10-20,50.98782667040667,53.71865508268282,50.869097954168616,52.83558654785156,6271700,0.0,0.0
2014-10-27,52.87270389217851,54.72046416927667,52.108369569833684,53.88192367553711,5406600,0.0,0.0
2014-11-03,53.874495567139604,54.86887627392691,53.01369388069505,54.49041748046875,6327000,0.0,0.0
2014-11-10,54.579469163628275,56.16008255027531,52.10094250183394,55.03955078125,15236200,0.0,0.0
2014-11-17,54.81692770089222,56.301073515505145,53.941281443807924,55.722251892089844,6314500,0.0,0.0
2014-11-24,55.80387705665697,57.28802278328686,55.722248588767,56.6646842956543,3918600,0.33,0.0
2014-12-01,56.69603627599331,57.023976258635265,55.90600524831362,56.308475494384766,4415700,0.0,0.0
2014-12-08,56.02523691256936,56.30100506529659,54.62404901735354,55.63767623901367,6232100,0.0,0.0
2014-12-15,55.94326576205865,58.082318941011145,55.47371999968614,57.463706970214844,7292900,0.0,0.0
2014-12-22,57.50843306319994,59.04377813948483,57.13577604963216,58.26119613647461,2430000,0.0,0.0
2014-12-29,58.320815712405036,60.027585314650516,57.83636051491538,58.410255432128906,3847000,0.0,0.0
2015-01-05,57.91089527078039,59.662387712112675,56.882364002370075,58.50714874267578,6534600,0.0,0.0
2015-01-12,58.417713927113915,59.30463947739015,55.80166567282361,57.30719757080078,5860900,0.0,0.0
2015-01-19,57.38916122193044,57.970505062163916,56.06250359959398,57.448787689208984,4397200,0.0,0.0
2015-01-26,57.29973285849686,59.54312937867354,56.7407474113172,56.79291915893555,6499700,0.0,0.0
2015-02-02,56.68858077105989,59.386619486259505,55.53334748791753,58.50714874267578,5615600,0.0,0.0
2015-02-09,58.0599497145078,59.44623392234688,58.0599497145078,59.18537521362305,4716300,0.0,0.0
2015-02-16,58.32079664592244,60.951753080014804,57.2549978343983,60.921939849853516,14342700,0.0,0.0
2015-02-23,60.899611132951975,60.90706586571124,59.632579506037814,59.94561004638672,7104100,0.37,0.0
2015-03-02,60.27459604592431,61.03832133324141,59.14397780008861,60.54414749145508,6076500,0.0,0.0
2015-03-09,60.506690383267774,60.506690383267774,59.30119834774605,60.16975402832031,4166500,0.0,0.0
2015-03-16,60.274584338406285,61.71218796031535,59.28623113427768,61.63731384277344,5225900,0.0,0.0
2015-03-23,61.397729228943156,62.26628521370869,58.91935930393094,59.698062896728516,4492800,0.0,0.0
2015-03-30,59.855297233761114,60.91103565081246,59.19639115145881,59.870269775390625,4334900,0.0,0.0
2015-04-06,59.63815653570556,60.58906999644675,59.338654298946196,60.079917907714844,4423800,0.0,0.0
2015-04-13,59.90022393066445,60.50671186995266,57.15230252885254,57.227176666259766,5839800,0.0,0.0
2015-04-20,57.564128592763964,59.0092221114981,57.09241625919949,58.52253723144531,4125300,0.0,0.0
2015-04-27,58.77709515358994,59.106548215581626,56.35862108152751,56.98008728027344,6780100,0.0,0.0
2015-05-04,57.09988115242398,58.43266001292999,55.87192721043892,57.856117248535156,5964000,0.0,0.0
2015-05-11,57.79623267063155,58.013371676440464,55.063283703594124,56.0067138671875,10526700,0.0,0.0
2015-05-18,56.08158452728179,56.91270057249652,55.520019940651856,56.32867431640625,6194700,0.0,0.0
2015-05-25,56.55330741898695,57.4967377024567,54.29207610268965,54.38941192626953,5995400,0.37,0.0
2015-06-01,54.668796995350355,56.20388844172241,54.187200354263226,55.36861801147461,6442800,0.0,0.0
2015-06-08,55.30842772190601,56.00824887374499,54.87197888719225,55.66962814331055,4115500,0.0,0.0
2015-06-15,55.255746854432594,57.12945911177585,54.819298070302516,56.60271453857422,5647800,0.0,0.0
2015-06-22,56.873616788877676,57.58095872360519,56.65539238376329,57.34016036987305,4415300,0.0,0.0
2015-06-29,56.75320720289254,57.084307048201076,55.699712392343905,56.527462005615234,4092200,0.0,0.0
2015-07-06,56.07597692484014,58.8225873725187,56.03835558456795,58.22811508178711,7031200,0.0,0.0
2015-07-13,58.60434811949227,60.37271715686171,58.46889869835515,59.19129943847656,5261300,0.0,0.0
2015-07-20,59.39447113210001,59.89864174847048,58.0700774203478,58.0926513671875,4696600,0.0,0.0
2015-07-27,57.91205875776214,58.30335967173423,57.257385540781314,57.422935485839844,6425700,0.0,0.0
2015-08-03,57.35520151429974,58.37859573913606,55.609412379182096,56.36943435668945,6431400,0.0,0.0
2015-08-10,56.74568984995461,60.18459414253171,55.579319498938084,58.79247283935547,15175900,0.0,0.0
2015-08-17,58.905351498764226,59.740622029375096,56.57261641175206,56.580142974853516,6705700,0.0,0.0
2015-08-24,55.02245906876671,55.94049852336824,53.201416057501824,55.20305633544922,8732000,0.37,0.0
2015-08-31,55.26947085723114,56.3131451329539,53.91571605487268,55.133338928222656,5556900,0.0,0.0
2015-09-07,55.95012013618055,56.98622973221286,54.88375259484845,55.66272735595703,4946100,0.0,0.0
2015-09-14,55.49635447963182,57.04674559850556,55.17115074216134,55.84424591064453,6807600,0.0,0.0
2015-09-21,56.192148672388456,56.74423516992882,54.98964886552928,55.20140838623047,4244400,0.0,0.0
2015-09-28,55.10309079486813,56.88036472023917,52.87204566280868,56.81230163574219,10406200,0.0,0.0
2015-10-05,57.09211269386486,57.228244605360885,51.049380260817586,51.75272750854492,12666500,4.85,0.0
2015-10-12,55.534645931285645,56.150169479928245,53.258836974324836,54.48177719116211,8105600,0.0,0.0
2015-10-19,54.42508383305715,56.32024630140176,52.32745326432994,52.63521194458008,8700400,0.0,0.0
2015-10-26,52.45703970328377,53.339830877470675,51.61474895082032,52.81339645385742,8825700,0.0,0.0
2015-11-02,52.70810614665921,54.48177664088876,51.42846721180891,53.29123306274414,9468900,0.0,0.0
2015-11-09,53.04826306141479,53.05636376300151,40.843113318720505,43.702049255371094,42518400,0.0,0.0
2015-11-16,43.33760092269771,46.15604609973197,42.77877292681848,45.32184982299805,19788300,0.0,0.0
2015-11-23,45.31373983497635,47.49236175213414,45.12746388722044,46.65816879272461,11414400,0.37,0.0
2015-11-30,46.82883551193317,47.04076620768194,45.337158338827216,46.52724075317383,21864300,0.0,0.0
2015-12-07,46.21748057907247,47.22008162299931,44.55462870207036,45.182273864746094,20873000,0.0,0.0
2015-12-14,45.44310831371683,45.89957832380282,40.73984812049082,41.22892379760742,26576700,0.0,0.0
2015-12-21,41.538678886326515,42.272291034135186,40.21818012971926,41.5305290222168,10731200,0.0,0.0
2015-12-28,41.26154339933226,42.20708636766814,40.52793424479255,40.601295471191406,8670600,0.0,0.0
2016-01-04,40.601293223481704,41.326752472459205,37.609789056438416,37.69130325317383,25676300,0.0,0.0
2016-01-11,37.927687223773006,38.79986893061806,36.26483800805128,37.04735565185547,16873200,0.0,0.0
2016-01-18,37.30002831848102,40.022539350930835,36.321883174396476,39.142208099365234,18740500,0.0,0.0
2016-01-25,39.068856005025445,40.601288522276164,38.11516022506548,40.02254867553711,10941800,0.0,0.0
