Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-06-11,47.209999084472656,47.400001525878906,45.9900016784668,47.356998443603516,3782,0.0,0.0,0.0
2018-06-18,47.09000015258789,47.43000030517578,46.709999084472656,46.709999084472656,4137,0.0,0.0,0.0
2018-06-25,45.95000076293945,47.47999954223633,45.65999984741211,47.459999084472656,9653,0.0,0.0,0.0
2018-07-02,47.59000015258789,47.709999084472656,47.290000915527344,47.709999084472656,2645,0.0,0.0,0.0
2018-07-09,46.9900016784668,46.9900016784668,44.77000045776367,45.650001525878906,16585,0.0,0.0,0.0
2018-07-16,45.650001525878906,46.2599983215332,45.650001525878906,45.900001525878906,595,0.0,0.0,0.0
2018-07-23,45.900001525878906,45.900001525878906,45.69020080566406,45.69020080566406,250,0.0,0.0,0.0
2018-07-30,45.69020080566406,45.69020080566406,45.15999984741211,45.15999984741211,900,0.0,0.0,0.0
2018-08-06,46.15999984741211,46.15999984741211,45.08000183105469,45.459999084472656,27842,0.0,0.0,0.0
2018-08-13,45.22999954223633,47.779998779296875,45.22999954223633,47.779998779296875,4036,0.0,0.0,0.0
2018-08-20,47.689998626708984,47.689998626708984,44.72999954223633,44.730098724365234,6316,0.0,0.0,0.0
2018-08-27,44.7599983215332,46.5099983215332,44.7599983215332,45.290000915527344,6316,0.0,0.0,0.0
2018-09-03,45.290000915527344,46.209999084472656,45.13999938964844,46.209999084472656,1397,0.0,0.0,0.0
2018-09-10,47.18000030517578,48.429100036621094,46.16999816894531,48.25,23214,0.0,0.0,0.0
2018-09-17,48.290000915527344,48.460899353027344,47.459999084472656,48.380001068115234,15396,0.0,0.0,0.0
2018-09-24,48.27000045776367,48.7400016784668,47.75,48.7400016784668,12969,0.0,0.0,0.0
2018-10-01,48.75,49.18000030517578,47.939998626708984,48.375999450683594,5380,0.0,0.0,0.0
2018-10-08,48.47999954223633,48.47999954223633,47.130001068115234,47.22999954223633,4348,0.0,0.0,0.0
2018-10-15,47.66999816894531,48.33000183105469,46.481300354003906,46.79999923706055,5851,0.0,0.0,0.0
2018-10-22,46.939998626708984,48.599998474121094,46.939998626708984,48.599998474121094,3526,0.0,0.0,0.0
2018-10-29,48.720001220703125,48.81999969482422,48.17919921875,48.25,3507,0.0,0.0,0.0
2018-11-05,48.0,48.0,46.68000030517578,46.68000030517578,5909,0.0,0.0,0.0
2018-11-12,46.68000030517578,49.119998931884766,46.68000030517578,49.119998931884766,2129,0.0,0.0,0.0
2018-11-19,49.190399169921875,49.56999969482422,49.0,49.56999969482422,9891,0.0,0.0,0.0
2018-11-26,49.09000015258789,49.52000045776367,48.65639877319336,49.5,3629,0.0,0.0,0.0
2018-12-03,48.790000915527344,49.93000030517578,48.7843017578125,49.310001373291016,31298,0.0,0.0,0.0
2018-12-10,49.58000183105469,49.880001068115234,49.15999984741211,49.36989974975586,6609,0.0,0.0,0.0
2018-12-17,48.84000015258789,48.93000030517578,48.439998626708984,48.55500030517578,2818,0.0,0.0,0.0
2018-12-24,48.470699310302734,49.08000183105469,48.470699310302734,49.064998626708984,11419,0.0,0.0,0.0
2018-12-31,48.81999969482422,49.36000061035156,48.484901428222656,48.484901428222656,3995,0.0,0.0,0.0
2019-01-07,48.72999954223633,50.005001068115234,48.4900016784668,49.849998474121094,9189,0.0,0.0,0.0
2019-01-14,49.689998626708984,50.220001220703125,49.2599983215332,49.94540023803711,6559,0.0,0.0,0.0
2019-01-21,49.94540023803711,49.9900016784668,48.47999954223633,48.720001220703125,7469,0.0,0.0,0.0
2019-01-28,48.79999923706055,49.220001220703125,48.17900085449219,48.17900085449219,1029,0.0,0.0,0.0
2019-02-04,48.97949981689453,48.97949981689453,48.1702995300293,48.1702995300293,2149,0.0,0.0,0.0
2019-02-11,48.130001068115234,48.6150016784668,48.02000045776367,48.1150016784668,5397,0.0,0.0,0.0
2019-02-18,48.1150016784668,48.1150016784668,47.130001068115234,47.80500030517578,15759,0.0,0.0,0.0
2019-02-25,47.301700592041016,48.599998474121094,47.27000045776367,48.217498779296875,6689,0.0,0.0,0.0
2019-03-04,48.150001525878906,49.380001068115234,48.1416015625,49.314998626708984,11478,0.0,0.0,0.0
2019-03-11,49.2400016784668,51.54999923706055,49.12089920043945,51.5,8883,0.0,0.0,0.0
2019-03-18,51.380001068115234,54.63999938964844,51.380001068115234,53.664100646972656,34814,0.0,0.0,0.0
2019-03-25,53.4900016784668,53.4900016784668,50.81999969482422,50.864498138427734,5280,0.0,0.0,0.0
2019-04-01,50.939998626708984,54.429901123046875,50.939998626708984,53.9900016784668,19429,0.0,0.0,0.0
2019-04-08,53.849998474121094,54.459999084472656,52.80009841918945,54.184898376464844,11373,0.0,0.0,0.0
2019-04-15,54.650001525878906,54.650001525878906,53.5099983215332,54.04499816894531,27647,0.0,0.0,0.0
2019-04-22,54.459999084472656,54.459999084472656,50.18000030517578,50.18000030517578,35535,0.0,0.0,0.0
2019-04-29,50.1599006652832,51.15729904174805,49.65999984741211,50.744998931884766,18950,0.0,0.0,0.0
2019-05-06,50.13999938964844,50.13999938964844,48.59000015258789,49.64569854736328,16141,0.0,0.0,0.0
2019-05-13,49.09000015258789,50.24319839477539,48.36000061035156,50.159000396728516,14714,0.0,0.0,0.0
2019-05-20,50.52000045776367,50.52000045776367,48.66999816894531,48.728599548339844,8991,0.0,0.0,0.0
2019-05-27,48.728599548339844,48.880001068115234,47.02009963989258,47.150001525878906,17367,0.0,0.0,0.0
2019-06-03,47.189998626708984,47.70899963378906,46.36000061035156,46.44820022583008,30012,0.0,0.0,0.0
2019-06-10,47.989898681640625,49.02000045776367,46.349998474121094,46.414798736572266,26875,0.0,0.0,0.0
2019-06-17,46.2599983215332,47.599998474121094,45.38999938964844,45.505001068115234,23036,0.0,0.0,0.0
2019-06-24,45.45000076293945,46.54800033569336,44.5099983215332,45.57500076293945,35168,0.0,0.0,0.0
2019-07-01,45.790000915527344,46.61000061035156,45.790000915527344,46.45399856567383,37083,0.0,0.0,0.0
2019-07-08,46.66999816894531,47.95000076293945,46.001800537109375,47.915000915527344,14091,0.0,0.0,0.0
2019-07-15,47.91999816894531,48.86759948730469,47.5,48.849998474121094,15133,0.0,0.0,0.0
2019-07-22,49.279998779296875,49.99720001220703,49.11000061035156,49.375301361083984,10892,0.0,0.0,0.0
2019-07-29,49.31999969482422,49.31999969482422,45.529998779296875,45.529998779296875,14407,0.0,0.0,0.0
2019-08-05,45.060001373291016,46.459999084472656,44.130001068115234,45.572898864746094,16251,0.0,0.0,0.0
2019-08-12,44.65999984741211,44.88999938964844,41.65999984741211,41.98500061035156,47109,0.0,0.0,0.0
2019-08-19,41.9900016784668,43.470001220703125,41.5,41.810001373291016,19572,0.0,0.0,0.0
2019-08-26,42.0,43.439998626708984,42.0,42.56990051269531,20627,0.0,0.0,0.0
2019-09-02,42.56990051269531,43.70000076293945,41.47999954223633,41.56330108642578,24710,0.0,0.0,0.0
2019-09-09,41.31999969482422,44.439998626708984,40.630001068115234,44.099998474121094,53203,0.0,0.0,0.0
2019-09-16,44.560001373291016,44.560001373291016,42.5,42.90629959106445,14806,0.0,0.0,0.0
2019-09-23,43.540000915527344,45.5,43.529998779296875,45.16999816894531,11633,0.0,0.0,0.0
2019-09-30,44.73699951171875,45.93000030517578,44.400001525878906,44.75,13132,0.0,0.0,0.0
2019-10-07,44.119598388671875,45.75,43.880001068115234,45.649898529052734,97155,0.0,0.0,0.0
2019-10-14,45.91999816894531,46.637298583984375,45.0,45.61000061035156,70248,0.0,0.0,0.0
2019-10-21,45.630001068115234,46.13999938964844,44.83000183105469,45.58039855957031,89635,0.0,0.0,0.0
2019-10-28,45.63999938964844,46.630001068115234,45.39939880371094,46.459999084472656,146821,0.0,0.0,0.0
2019-11-04,46.45000076293945,47.119998931884766,46.04999923706055,46.35499954223633,255108,0.0,0.0,0.0
2019-11-11,46.45000076293945,46.880401611328125,45.5099983215332,45.720001220703125,373003,0.0,0.0,0.0
2019-11-18,45.900001525878906,45.900001525878906,44.290000915527344,44.5,292631,0.0,0.0,0.0
2019-11-25,44.58000183105469,45.40999984741211,44.44559860229492,45.13999938964844,95548,0.0,0.0,0.0
2019-12-02,45.220001220703125,45.22999954223633,44.33000183105469,44.74639892578125,129483,0.0,0.0,0.0
2019-12-09,45.25,46.18000030517578,44.36000061035156,45.76499938964844,130895,0.0,0.0,0.0
2019-12-16,45.75,46.0,45.400001525878906,45.57979965209961,218882,0.0,0.0,0.0
2019-12-23,45.4900016784668,46.060001373291016,45.209999084472656,45.75379943847656,41159,0.0,0.0,0.0
2019-12-30,45.45000076293945,45.997398376464844,44.849998474121094,44.97999954223633,83548,0.0,0.0,0.0
2020-01-06,44.88999938964844,45.679901123046875,44.720001220703125,45.22999954223633,84592,0.0,0.0,0.0
2020-01-13,45.19070053100586,45.36000061035156,44.5,44.939998626708984,72415,0.0,0.0,0.0
2020-01-20,44.939998626708984,45.09000015258789,43.86000061035156,43.93000030517578,505703,0.0,0.0,0.0
2020-01-27,43.03499984741211,43.310001373291016,40.599998474121094,40.70000076293945,115627,0.0,0.0,0.0
2020-02-03,40.54999923706055,41.7952995300293,40.439998626708984,41.73749923706055,138542,0.0,0.0,0.0
2020-02-10,41.58000183105469,41.709999084472656,40.45000076293945,41.36000061035156,69570,0.0,0.0,0.0
2020-02-17,41.36000061035156,42.29999923706055,41.020999908447266,41.41999816894531,26353,0.0,0.0,0.0
2020-02-24,40.95000076293945,40.95000076293945,37.810001373291016,37.904998779296875,37031,0.0,0.0,0.0
2020-03-02,38.0,39.5,38.0,38.38610076904297,89709,0.0,0.0,0.0
2020-03-09,37.20000076293945,38.20000076293945,32.63999938964844,33.679298400878906,32892,0.0,0.0,0.0
2020-03-16,33.65999984741211,34.810001373291016,30.190000534057617,33.72999954223633,51525,0.0,0.0,0.0
2020-03-23,32.959999084472656,38.040000915527344,32.59410095214844,32.7494010925293,66593,0.0,0.0,0.0
2020-03-30,33.4900016784668,33.4900016784668,27.049999237060547,27.69260025024414,64301,0.0,0.0,0.0
2020-04-06,28.100000381469727,31.189899444580078,26.399999618530273,29.020000457763672,79291,0.0,0.0,0.0
2020-04-13,29.969999313354492,29.969999313354492,26.559999465942383,28.632600784301758,128609,0.0,0.0,0.0
2020-04-20,28.600000381469727,29.979999542236328,28.17009925842285,29.049999237060547,84851,0.0,0.0,0.0
2020-04-27,29.149999618530273,33.18000030517578,29.149999618530273,32.529998779296875,304520,0.0,0.0,0.0
2020-05-04,32.75,34.709999084472656,31.8927001953125,33.89580154418945,131068,0.0,0.0,0.0
2020-05-11,33.91999816894531,35.0,32.00910186767578,32.56159973144531,112070,0.0,0.0,0.0
2020-05-18,32.72999954223633,33.099998474121094,31.950000762939453,31.950000762939453,81066,0.0,0.0,0.0
2020-05-25,31.950000762939453,33.63990020751953,31.950000762939453,32.63710021972656,71447,0.0,0.0,0.0
2020-06-01,32.099998474121094,32.45000076293945,31.110000610351562,31.510000228881836,66906,0.0,0.0,0.0
2020-06-08,31.479999542236328,31.789899826049805,30.704999923706055,30.809999465942383,78406,0.0,0.0,0.0
2020-06-15,30.5,31.5,30.5,30.600000381469727,719140,0.0,0.0,0.0
2020-06-22,30.540000915527344,30.969999313354492,29.5,29.88920021057129,433255,0.0,0.0,0.0
2020-06-29,29.969999313354492,30.899900436401367,29.600000381469727,30.829999923706055,118058,0.0,0.0,0.0
2020-07-06,30.899999618530273,31.299999237060547,30.354999542236328,30.90999984741211,140430,0.0,0.0,0.0
2020-07-13,31.0,31.88990020751953,30.511999130249023,31.75,124570,0.0,0.0,0.0
2020-07-20,31.770000457763672,31.770000457763672,30.899999618530273,31.206499099731445,138905,0.0,0.0,0.0
2020-07-27,31.200000762939453,31.68000030517578,31.0,31.670000076293945,1317160,0.0,0.0,0.0
2020-08-03,31.690000534057617,31.84269905090332,31.309999465942383,31.469999313354492,120652,0.0,0.0,0.0
2020-08-10,31.56999969482422,32.79999923706055,31.56999969482422,32.666500091552734,230635,0.0,0.0,0.0
2020-08-17,32.70000076293945,33.29999923706055,32.26100158691406,32.654998779296875,89956,0.0,0.0,0.0
2020-08-24,32.5099983215332,32.974998474121094,31.75,31.93000030517578,850526,0.0,0.0,0.0
2020-08-31,31.950000762939453,32.779998779296875,31.600000381469727,32.41999816894531,655946,0.0,0.0,0.0
2020-09-07,32.41999816894531,34.38359832763672,32.41999816894531,34.15999984741211,331153,0.0,0.0,0.0
2020-09-14,34.470001220703125,34.560001373291016,33.5,34.0,206877,0.0,0.0,0.0
2020-09-21,34.08000183105469,34.33000183105469,33.25,34.130001068115234,99293,0.0,0.0,0.0
2020-09-28,34.18000030517578,34.36000061035156,33.599998474121094,33.73899841308594,63978,0.0,0.0,0.0
2020-10-05,33.290000915527344,34.96440124511719,33.14459991455078,34.70280075073242,236542,0.0,0.0,0.0
2020-10-12,34.720001220703125,34.73500061035156,34.10100173950195,34.35639953613281,33612,0.0,0.0,0.0
2020-10-19,34.5,34.5,32.79999923706055,33.082401275634766,643703,0.0,0.0,0.0
2020-10-26,32.75,33.77000045776367,32.494998931884766,33.529998779296875,495546,0.0,0.0,0.0
2020-11-02,33.540000915527344,34.04999923706055,33.209999084472656,33.529998779296875,65715,0.0,0.0,0.0
2020-11-09,33.880001068115234,34.5,33.4370002746582,33.58369827270508,95300,0.0,0.0,0.0
2020-11-16,33.439998626708984,33.9900016784668,32.70000076293945,33.1952018737793,633480,0.0,0.0,0.0
2020-11-23,33.20000076293945,34.40999984741211,33.20000076293945,34.00019836425781,111517,0.0,0.0,0.0
2020-11-30,33.9900016784668,34.5099983215332,33.25,33.76959991455078,149288,0.0,0.0,0.0
2020-12-07,33.79999923706055,33.79999923706055,33.025001525878906,33.5099983215332,110058,0.0,0.0,0.0
2020-12-14,33.501800537109375,34.119998931884766,33.501800537109375,34.030399322509766,97847,0.0,0.0,0.0
2020-12-21,33.9900016784668,34.59000015258789,33.63999938964844,34.334999084472656,67480,0.0,0.0,0.0
2020-12-28,34.29999923706055,34.970001220703125,34.25,34.970001220703125,42826,0.0,0.0,0.0
2021-01-04,35.130001068115234,35.189998626708984,34.244998931884766,34.64059829711914,118323,0.0,0.0,0.0
2021-01-11,34.47999954223633,34.5,33.705101013183594,34.16999816894531,217405,0.0,0.0,0.0
2021-01-18,34.16999816894531,35.54800033569336,34.04999923706055,35.22999954223633,126542,0.0,0.0,0.0
2021-01-25,35.189998626708984,35.84000015258789,35.189998626708984,35.47600173950195,82776,0.0,0.0,0.0
2021-02-01,35.525001525878906,36.61000061035156,35.10649871826172,36.290000915527344,72409,0.0,0.0,0.0
2021-02-08,36.58000183105469,37.61000061035156,36.09000015258789,37.209999084472656,56156,0.0,0.0,0.0
2021-02-15,37.209999084472656,37.88999938964844,36.7400016784668,36.93920135498047,60103,0.0,0.0,0.0
2021-02-22,37.119998931884766,37.5098991394043,36.51499938964844,36.650001525878906,73309,0.0,0.0,0.0
2021-03-01,37.08000183105469,37.08000183105469,36.125301361083984,36.505001068115234,233135,0.0,0.0,0.0
2021-03-08,36.52000045776367,37.31700134277344,36.27000045776367,37.179901123046875,143902,0.0,0.0,0.0
2021-03-15,37.380001068115234,38.13999938964844,36.935001373291016,37.095001220703125,84530,0.0,0.0,0.0
2021-03-22,37.25,38.5,36.58000183105469,38.349998474121094,97014,0.0,0.0,0.0
2021-03-29,38.54999923706055,38.790000915527344,38.18000030517578,38.64899826049805,50742,0.0,0.0,0.0
2021-04-05,38.83000183105469,39.48899841308594,38.540000915527344,39.095298767089844,81026,0.0,0.0,0.0
2021-04-12,39.41999816894531,39.41999816894531,37.16999816894531,37.275001525878906,97407,0.0,0.0,0.0
2021-04-19,37.29999923706055,37.999900817871094,36.77000045776367,37.20000076293945,111155,0.0,0.0,0.0
2021-04-26,37.029998779296875,37.9900016784668,36.81100082397461,37.972198486328125,59271,0.0,0.0,0.0
2021-05-03,38.20000076293945,38.63999938964844,37.5099983215332,38.380001068115234,56839,0.0,0.0,0.0
2021-05-10,38.380001068115234,38.939998626708984,37.5,37.5,107313,0.0,0.0,0.0
2021-05-17,37.709999084472656,39.16999816894531,37.28160095214844,39.1526985168457,59569,0.0,0.0,0.0
2021-05-24,38.970001220703125,39.220001220703125,38.55099868774414,39.06999969482422,44718,0.0,0.0,0.0
2021-05-31,39.06999969482422,39.220001220703125,38.33000183105469,39.189998626708984,140295,0.0,0.0,0.0
2021-06-07,39.220001220703125,39.560001373291016,38.9900016784668,39.2578010559082,38470,0.0,0.0,0.0
2021-06-14,39.380001068115234,39.869998931884766,37.97999954223633,38.23870086669922,136815,0.0,0.0,0.0
2021-06-21,38.2599983215332,38.709999084472656,36.7400016784668,37.5,76203,0.0,0.0,0.0
2021-06-28,37.29999923706055,38.189998626708984,37.11000061035156,37.297000885009766,51775,0.0,0.0,0.0
2021-07-05,37.297000885009766,37.86000061035156,36.650001525878906,37.05339813232422,60455,0.0,0.0,0.0
2021-07-12,37.04999923706055,38.2400016784668,37.04999923706055,37.97010040283203,63718,0.0,0.0,0.0
2021-07-19,37.599998474121094,38.560001373291016,37.36000061035156,38.44369888305664,46090,0.0,0.0,0.0
2021-07-26,38.58000183105469,39.06999969482422,37.73149871826172,38.0,130481,0.0,0.0,0.0
2021-08-02,38.11000061035156,38.649898529052734,37.2599983215332,37.91999816894531,229491,0.0,0.0,0.0
2021-08-09,37.55099868774414,37.86000061035156,37.16999816894531,37.6963005065918,47375,0.0,0.0,0.0
2021-08-16,37.913299560546875,38.38999938964844,37.685001373291016,38.249298095703125,65387,0.0,0.0,0.0
2021-08-23,38.529998779296875,38.95000076293945,38.119998931884766,38.470001220703125,48971,0.0,0.0,0.0
2021-08-30,38.5,38.5,37.447898864746094,37.560001373291016,52301,0.0,0.0,0.0
2021-09-06,37.560001373291016,37.86000061035156,36.15999984741211,36.20000076293945,41681,0.0,0.0,0.0
2021-09-13,36.11000061035156,36.25,35.58000183105469,35.862998962402344,147448,0.0,0.0,0.0
2021-09-20,35.68000030517578,36.4099006652832,35.16999816894531,36.33000183105469,88993,0.0,0.0,0.0
2021-09-27,36.5,37.400001525878906,36.5,37.029998779296875,64994,0.0,0.0,0.0
2021-10-04,37.310001373291016,37.650001525878906,36.7599983215332,37.54999923706055,94750,0.0,0.0,0.0
2021-10-11,37.630001068115234,37.630001068115234,36.36000061035156,37.05500030517578,78151,0.0,0.0,0.0
2021-10-18,37.36000061035156,37.36000061035156,35.84000015258789,35.89500045776367,78616,0.0,0.0,0.0
2021-10-25,35.95000076293945,36.630001068115234,35.95000076293945,36.36000061035156,80467,0.0,0.0,0.0
2021-11-01,36.349998474121094,37.150001525878906,36.189998626708984,36.880001068115234,41752,0.0,0.0,0.0
2021-11-08,37.0,37.099998474121094,36.70000076293945,36.89830017089844,45619,0.0,0.0,0.0
2021-11-15,36.904998779296875,37.650001525878906,36.904998779296875,37.535099029541016,46781,0.0,0.0,0.0
2021-11-22,37.529998779296875,38.52989959716797,37.529998779296875,37.90999984741211,65811,0.0,0.0,0.0
2021-11-29,37.90999984741211,38.11000061035156,36.86000061035156,37.54349899291992,95669,0.0,0.0,0.0
2021-12-06,37.45000076293945,37.45000076293945,36.66999816894531,37.310001373291016,44402,0.0,0.0,0.0
2021-12-13,37.35499954223633,37.519798278808594,36.7401008605957,36.96500015258789,29287,0.0,0.0,0.0
2021-12-20,36.66999816894531,38.03900146484375,36.66999816894531,38.029998779296875,30493,0.0,0.0,0.0
2021-12-27,38.27000045776367,38.380001068115234,37.61000061035156,37.67499923706055,23355,0.0,0.0,0.0
2022-01-03,37.75,37.79999923706055,36.93000030517578,37.097599029541016,34087,0.0,0.0,0.0
2022-01-10,36.68000030517578,37.459999084472656,36.369998931884766,37.459999084472656,38122,0.0,0.0,0.0
2022-01-17,37.459999084472656,38.93000030517578,37.20000076293945,38.40999984741211,77962,0.0,0.0,0.0
2022-01-24,38.310001373291016,38.599998474121094,37.709999084472656,38.58000183105469,37820,0.0,0.0,0.0
2022-01-31,38.939998626708984,40.18769836425781,38.650001525878906,40.13990020751953,76522,0.0,0.0,0.0
2022-02-07,40.11000061035156,41.21820068359375,39.810001373291016,40.09000015258789,51185,0.0,0.0,0.0
2022-02-14,40.11000061035156,41.150001525878906,39.80099868774414,41.0349006652832,37446,0.0,0.0,0.0
2022-02-21,41.0349006652832,41.810001373291016,39.45000076293945,39.5,199714,0.0,0.0,0.0
2022-02-28,39.310001373291016,40.15999984741211,37.691001892089844,37.7599983215332,102479,0.0,0.0,0.0
2022-03-07,38.04999923706055,39.5,37.81999969482422,38.849998474121094,113738,0.0,0.0,0.0
2022-03-14,39.13999938964844,40.18000030517578,38.880001068115234,39.290401458740234,52985,0.0,0.0,0.0
2022-03-21,39.599998474121094,40.7599983215332,39.439998626708984,40.72999954223633,78070,0.0,0.0,0.0
2022-03-28,40.79999923706055,41.0,39.52009963989258,39.52009963989258,64454,0.0,0.0,0.0
2022-04-04,39.380001068115234,39.41550064086914,38.156898498535156,38.63090133666992,76033,0.0,0.0,0.0
2022-04-11,38.63999938964844,39.599998474121094,38.310001373291016,39.33470153808594,62994,0.0,0.0,0.0
2022-04-18,39.459999084472656,40.29999923706055,39.459999084472656,39.83000183105469,70743,0.0,0.0,0.0
2022-04-25,39.72999954223633,39.72999954223633,36.599998474121094,36.849998474121094,130674,0.0,0.0,0.0
2022-05-02,37.33000183105469,37.959999084472656,36.85200119018555,37.150001525878906,55461,0.0,0.0,0.0
2022-05-09,37.04999923706055,37.150001525878906,35.4901008605957,35.75,65544,0.0,0.0,0.0
2022-05-16,36.150001525878906,37.4900016784668,36.130001068115234,37.099098205566406,25101,0.0,0.0,0.0
2022-05-23,37.83000183105469,37.869998931884766,36.68009948730469,37.419498443603516,16488,0.0,0.0,0.0
2022-05-30,37.419498443603516,38.33000183105469,36.510101318359375,37.471500396728516,16092,0.0,0.0,0.0
2022-06-06,37.31999969482422,38.0,36.86000061035156,37.20600128173828,77425,0.0,0.0,0.0
2022-06-13,37.279998779296875,38.0,35.95000076293945,37.79999923706055,74054,0.0,0.0,0.0
2022-06-20,37.79999923706055,38.31999969482422,36.619998931884766,37.10390090942383,20328,0.0,0.0,0.0
2022-06-27,37.459999084472656,37.769901275634766,35.529998779296875,37.00590133666992,19586,0.0,0.0,0.0
2022-07-04,37.00590133666992,38.59000015258789,36.459999084472656,37.89509963989258,141513,0.0,0.0,0.0
2022-07-11,37.5,38.689998626708984,37.5,37.63999938964844,35269,0.0,0.0,0.0
2022-07-18,37.58000183105469,38.880001068115234,37.58000183105469,38.880001068115234,22163,0.0,0.0,0.0
2022-07-25,38.72999954223633,39.0,37.52000045776367,38.970001220703125,22378,0.0,0.0,0.0
2022-08-01,38.720001220703125,39.4900016784668,38.470001220703125,39.4099006652832,28630,0.0,0.0,0.0
2022-08-08,39.43000030517578,40.0,39.29999923706055,39.619998931884766,29894,0.0,0.0,0.0
2022-08-15,39.65999984741211,39.97999954223633,38.689998626708984,38.85900115966797,22412,0.0,0.0,0.0
2022-08-22,38.729000091552734,39.185001373291016,38.08000183105469,38.16299819946289,25114,0.0,0.0,0.0
2022-08-29,38.07099914550781,38.880001068115234,38.07099914550781,38.439998626708984,78015,0.0,0.0,0.0
2022-09-05,38.439998626708984,39.08000183105469,38.349998474121094,39.08000183105469,17403,0.0,0.0,0.0
2022-09-12,39.5,39.7400016784668,38.84000015258789,39.6150016784668,12731,0.0,0.0,0.0
2022-09-19,39.68000030517578,39.869998931884766,38.380001068115234,38.400001525878906,22700,0.0,0.0,0.0
2022-09-26,38.400001525878906,38.65999984741211,37.0,37.34000015258789,34815,0.0,0.0,0.0
2022-10-03,37.20000076293945,37.810001373291016,36.9900016784668,37.558101654052734,21547,0.0,0.0,0.0
2022-10-10,37.68199920654297,38.31999969482422,37.65999984741211,38.2599983215332,21174,0.0,0.0,0.0
2022-10-17,38.09000015258789,40.22999954223633,38.09000015258789,40.1343994140625,38853,0.0,0.0,0.0
2022-10-24,40.150001525878906,40.5,39.66999816894531,39.779998779296875,74134,0.0,0.0,0.0
2022-10-31,39.79999923706055,39.83000183105469,39.130001068115234,39.27000045776367,16705,0.0,0.0,0.0
2022-11-07,39.150001525878906,40.130001068115234,39.150001525878906,39.48500061035156,15208,0.0,0.0,0.0
2022-11-14,39.310001373291016,40.2599983215332,39.310001373291016,40.099998474121094,22683,0.0,0.0,0.0
2022-11-21,40.209999084472656,40.47999954223633,39.83000183105469,39.88010025024414,9886,0.0,0.0,0.0
2022-11-28,39.720001220703125,40.320499420166016,39.18000030517578,40.2848014831543,16426,0.0,0.0,0.0
2022-12-05,40.243900299072266,40.58000183105469,38.900001525878906,39.33509826660156,16868,0.0,0.0,0.0
2022-12-12,39.29999923706055,39.7599983215332,38.790000915527344,39.66619873046875,12338,0.0,0.0,0.0
2022-12-19,39.69900131225586,40.61000061035156,39.33000183105469,40.3849983215332,13568,0.0,0.0,0.0
2022-12-26,40.3849983215332,40.959999084472656,40.34000015258789,40.355098724365234,74175,0.0,0.0,0.0
2023-01-02,40.355098724365234,40.355098724365234,39.100101470947266,39.262001037597656,38516,0.0,0.0,0.0
2023-01-09,39.45000076293945,39.5099983215332,38.689998626708984,38.900001525878906,24838,0.0,0.0,0.0
2023-01-16,38.900001525878906,39.0890007019043,38.04999923706055,38.66510009765625,18674,0.0,0.0,0.0
2023-01-23,38.86000061035156,39.119998931884766,38.54999923706055,38.904998779296875,14488,0.0,0.0,0.0
