Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-07-07,11.0,11.0,10.0,10.0,2546800,0.0,0.0,0.0
2014-07-14,10.0,10.199999809265137,9.949999809265137,10.100000381469727,807200,0.0,0.0,0.0
2014-07-21,10.100000381469727,10.199999809265137,10.0,10.100000381469727,1154000,0.0,0.0,0.0
2014-07-28,10.100000381469727,10.199999809265137,10.100000381469727,10.100000381469727,505500,0.0,0.0,0.0
2014-08-04,10.100000381469727,10.199999809265137,10.100000381469727,10.199999809265137,283900,0.0,0.0,0.0
2014-08-11,10.199999809265137,10.199999809265137,10.0,10.100000381469727,76800,0.0,0.0,0.0
2014-08-18,10.100000381469727,11.5,10.100000381469727,10.199999809265137,242000,0.0,0.0,0.0
2014-08-25,10.300000190734863,10.300000190734863,10.100000381469727,10.100000381469727,23500,0.0,0.0,0.0
2014-09-01,10.199999809265137,10.199999809265137,10.100000381469727,10.100000381469727,130500,0.0,0.0,0.0
2014-09-08,10.100000381469727,10.199999809265137,10.100000381469727,10.199999809265137,94600,0.0,0.0,0.0
2014-09-15,10.199999809265137,10.199999809265137,10.100000381469727,10.100000381469727,171000,0.0,0.0,0.0
2014-09-22,10.199999809265137,10.199999809265137,10.100000381469727,10.199999809265137,211600,0.0,0.0,0.0
2014-09-29,10.199999809265137,10.300000190734863,10.199999809265137,10.199999809265137,266400,0.0,0.0,0.0
2014-10-06,10.300000190734863,10.300000190734863,10.100000381469727,10.199999809265137,221500,0.0,0.0,0.0
2014-10-13,10.199999809265137,10.300000190734863,10.100000381469727,10.300000190734863,56900,0.0,0.0,0.0
2014-10-20,10.300000190734863,10.300000190734863,10.100000381469727,10.100000381469727,115000,0.0,0.0,0.0
2014-10-27,10.100000381469727,10.300000190734863,10.100000381469727,10.300000190734863,607000,0.0,0.0,0.0
2014-11-03,10.199999809265137,10.300000190734863,10.100000381469727,10.199999809265137,487900,0.0,0.0,0.0
2014-11-10,10.199999809265137,10.199999809265137,10.100000381469727,10.199999809265137,487000,0.0,0.0,0.0
2014-11-17,10.199999809265137,10.5,10.199999809265137,10.300000190734863,957200,0.0,0.0,0.0
2014-11-24,10.399999618530273,10.5,10.300000190734863,10.399999618530273,416700,0.0,0.0,0.0
2014-12-01,10.399999618530273,10.399999618530273,10.300000190734863,10.300000190734863,822600,0.0,0.0,0.0
2014-12-08,10.399999618530273,10.399999618530273,10.199999809265137,10.199999809265137,516300,0.0,0.0,0.0
2014-12-15,10.199999809265137,10.300000190734863,10.100000381469727,10.199999809265137,713700,0.0,0.0,0.0
2014-12-22,10.199999809265137,10.300000190734863,10.100000381469727,10.300000190734863,149000,0.0,0.0,0.0
2014-12-29,10.300000190734863,10.300000190734863,10.199999809265137,10.199999809265137,44100,0.0,0.0,0.0
2015-01-05,10.100000381469727,10.300000190734863,10.100000381469727,10.300000190734863,100800,0.0,0.0,0.0
2015-01-12,10.300000190734863,10.399999618530273,10.199999809265137,10.300000190734863,62700,0.0,0.0,0.0
2015-01-19,10.300000190734863,10.5,10.300000190734863,10.5,453700,0.0,0.0,0.0
2015-01-26,10.600000381469727,10.699999809265137,10.399999618530273,10.399999618530273,201100,0.0,0.0,0.0
2015-02-02,10.399999618530273,10.5,10.399999618530273,10.399999618530273,205300,0.0,0.0,0.0
2015-02-09,10.5,10.5,10.399999618530273,10.5,495000,0.0,0.0,0.0
2015-02-16,10.5,10.600000381469727,10.5,10.5,111900,0.0,0.0,0.0
2015-02-23,10.699999809265137,10.699999809265137,10.600000381469727,10.699999809265137,353400,0.0,0.0,0.0
2015-03-02,10.800000190734863,11.199999809265137,10.800000190734863,11.0,48500,0.0,0.0,0.0
2015-03-09,11.0,11.0,11.0,11.0,20000,0.0,0.0,0.0
2015-03-16,11.0,11.0,10.800000190734863,10.899999618530273,34900,0.0,0.0,0.0
2015-03-23,10.899999618530273,11.0,10.899999618530273,11.0,12500,0.0,0.0,0.0
